spam,https://www.facebook.com/SchoolGeniusNITS/photos/ms.c.eJw9kVkOxDAMQm808h5z~;4sNjqP~_tHqBEuM69AQUp1Ih~_fPHgk5zLLsVdQv0ZUf0MB~;LnUJ~;ufTH4YoKfRxYts2zvrrp6qGtw67y~;L551h~;f7~_vlcZzRG8vGCTlPSD9ONGeWhj8~_GIbu~;S3lzMvY~;IQ2~;TwSfzz9WHn7JUSvHufpglQRZczl05fNPhaGeVb3x8yDmC6X~_~;jTcjnMho~;vfXWCjZyvWObihrnGx2ocjnG2PG1EvHXzyjD~_o3h~_RY6f57sPrnD2xV~;~_BzszZ~;8~-.bps.a.390875584405933/391725794320912/?type=1&amp;theater •ÈÀ
spam,I am so awesome and smart!!! Sucscribe to me!•ÈÀ
spam,Follow 4 Follow                           @ VaahidMustafic Like 4 Like •ÈÀ
spam,http://hackfbaccountlive.com/?ref=4436607  psy news off€±cal •ÈÀ
spam,https://www.facebook.com/nicushorbboy add mee &lt;3 &lt;3•ÈÀ
spam,im sorry for the spam but My name is Jenny. I go to high school where  everyone dresses fashionable but for me I don't because i need money to buy  cute clothes. I have low self esteem . I live with my dad. my mom passed  away when i was 6 so i don't really have a mother figure. I have 2 brothers  who is older than me. Since they are boys they get the attention while i  just be alone. I really want to wear pretty clothes like the girls in my  school and get a boyfriend. i just can't be my self. im very quite and shy  at school because i don't have the confidence in myself to talk to someone.  i did have one friend name Caroline but she moved away so now im alone. if  you could donate some money to me it would be great. i don't care about  expensive brand ill just shop at walmart because they have pretty clothes.  also i wanna get my nails done at a salon . i see alot of girls have these  french tips. i never had my nail did at a salon before i will really  appreciate if i can and get my hair curled too. http://www.gofundme.com/dressprettyonce thanks omg please.•ÈÀ
ham, I hate this song! •ÈÀ
spam,please throw a sub on my channel•ÈÀ
ham,"NEW GOAL!   3,000,000!  Let's go for it!•ÈÀ"
spam,Go to my channel if u want to see a fly getting burned alive•ÈÀ
ham,just came here to check the views :P•ÈÀ
spam,"COME AND CHECK OUT MY NEW YOUTUBE CHHANEL, GOING TO BE POSTING DAILY!•ÈÀ"
ham,I hav absolutely no idea what he's saying. Is it even a language?•ÈÀ
spam,Please check out my vidios guys•ÈÀ
ham,I still to this day wonder why this video is so popular ?? illuminati  confirmed ??•ÈÀ
spam,Hey guys can you check my channel out plz. I do mine craft videos. Let's  shoot for 20 subs•ÈÀ
ham,This is getting old.........•ÈÀ
spam,PLEASE SUBSCRIBE ME!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!•ÈÀ
ham,just came to check the view count•ÈÀ
spam,Check out my Music Videos! Fuego - U LA LA Remix  hyperurl.co/k6a5xt•ÈÀ
spam,Check out my Music Videos! and PLEASE SUBSCRIBE!!!! Fuego - U LA LA Remix  hyperurl.co/k6a5xt•ÈÀ
spam,www.marketglory.com/strategygame/lordviperas•ÈÀ
ham,"If the shitty Chinese Government didn't block YouTube over there, there'd  be close to 3 billion views right now. •ÈÀ"
ham,WORLD RECORD YOUTUBE VIDEO VIEWS !!!!!! XD•ÈÀ
ham,I think he was drunk during this :) x)•ÈÀ
spam,Limit sun exposure while driving. Eliminate the hassle of having to swing  the car visor between the windshield and window.  https://www.kickstarter.com/projects/733634264/visortwin•ÈÀ
ham,"Hahah, juyk! I allways laugh at the part 1:57.. LOL!•ÈÀ"
spam,http://hackfbaccountlive.com/?ref=5242575•ÈÀ
ham,"I wanted to know the name of the guy that dances at 00:58, anybody knows ?•ÈÀ"
spam,https://www.facebook.com/FUDAIRYQUEEN?pnref=story•ÈÀ
ham,"Haha its so funny to see the salt of westerners that top views of youtube  goes to video they dont even understand, keep the salt up!•ÈÀ"
spam,FOLLOW MY COMPANY ON TWITTER  thanks.  https://twitter.com/TheWaxedHatCo•ÈÀ
ham,imagine if this guy put adsense on with all these views... u could pay ur  morgage•ÈÀ
spam,Hey come check us out were new on youtube let us know what you think and  don't forget to subscribe thanks.•ÈÀ
ham,"The girl in the train who was dancing, her outfit was so fucking sexy, but  the huge turn-off was she lacked eyebrows D:•ÈÀ"
spam,"Look at the pictures, if not difficult http://image2you.ru/48051/1340524/        http://image2you.ru/48051/1340523/          http://image2you.ru/48051/1340522/ http://image2you.ru/48051/1340521/             http://image2you.ru/48051/1340520/       http://image2you.ru/48051/1340519/  http://image2you.ru/48051/1340518/            http://image2you.ru/48051/1340517/          http://image2you.ru/48051/1340504/ http://image2you.ru/48051/1340503/              http://image2you.ru/48051/1340502/            http://image2you.ru/48051/1340500/ http://image2you.ru/48051/1340499/        http://image2you.ru/48051/1340494/             http://image2you.ru/48051/1340493/ http://image2you.ru/48051/1340492/        http://image2you.ru/48051/1340491/           http://image2you.ru/48051/1340490/ http://image2you.ru/48051/1340489/             http://image2you.ru/48051/1340488/•ÈÀ"
ham,"Don't mind me, I'm just checking what the views are up to : )•ÈÀ"
spam,"Hey guys can you check my YouTube channel I know you hate comments like  this one but I promise if you check my videos it will be entertaining I do  Shotgun Montages,Ninja Defuse Montages and Trolling please guys can you  check them out and thanks have a good day!!!!!!!•ÈÀ"
ham,"To everyone joking about how he hacked to get 2 billion views because  there's a certain amount of people or whatever,  He actually did buy views.•ÈÀ"
spam,https://www.facebook.com/tofikmiedzynB/photos/a.1496273723978022.1073741828.1496241863981208/1498561870415874/?type=1&amp;theater •ÈÀ
spam,https://www.facebook.com/eeccon/posts/733949243353321?comment_id=734237113324534&amp;offset=0&amp;total_comments=74   please like frigea marius gabriel comment :D•ÈÀ
spam,"http://www.bing.com/explore/rewards?PUBL=REFERAFRIEND&amp;CREA=RAW&amp;rrid=_0f9fa8aa-243a-5c2f-c349-ede05ea397ca Bing rewards, earn free money. AND NO U CANT GET UR VIRUS IN BLUE!•ÈÀ"
spam,Please do buy these new Christmas shirts! You can buy at any time before  December 4th and they are sold worldwide! Don't miss out:  http://teespring.com/treechristmas•ÈÀ
spam,Free my apps get 1m crdits ! Just click on the link and download a app and  done!! åá Link: https://m.freemyapps.com/share/url/5af506e1•ÈÀ
ham,Why does a song like this have more views than Michael Jackson SMH•ÈÀ
ham," Something to dance to, even if your sad JUST dance!!   PSY - GANGNAM STYLE (ê¡¥‘â¬“__’ÄÛ“ù_) M/V: http://youtu.be/9bZkp7q19f0•ÈÀ"
ham,everyones back lool this is almost 3 years old and people are still hear!  xD•ÈÀ
ham,How can this have 2 billion views when there's only me on the planet? LOL•ÈÀ
ham,I don't now why I'm watching this in 2014•ÈÀ
spam,subscribe to me for call of duty vids and give aways Goal-100 subs•ÈÀ
spam,hi guys please my android photo editor download. thanks https://play.google.com/store/apps/details?id=com.butalabs.photo.editor•ÈÀ
ham,"The first billion viewed this because they thought it was really cool, the  other billion and a half came to see how stupid the first billion were...•ÈÀ"
